Unnamed: 0,Unnamed: 0_x,Player_Name,Position_x,Age,Matches Played,Starts,90 mins played,Non Penalty xG,Expected Assisted Goals,Non Penalty xG + Assisted Goals,Progressive Carries,Progressive Passes,Progressive Passes Recvd,Goals/90,Assists/90,(Goals+Assists)/90,Non Penalty Goals/90,Non Pen Goals+Assists/90,xG/90,Expected Assisted Goals/90,Expected Goals+Assisted Goals/90,Non Penalty xG/90,Non Penalty xG+xAG/90,Shot On Target %,Shots total/90,Shots on Target/90,Goals/Shot,Non Penalty (Goals-xG),Passes Completed,Pass Completion Percentage,Key Passes,Passes into final third,Passes into penalty area,Crosses into penalty area,Through Balls,Switches,Crosses,Shot Creating Actions/90,Successful Take Ons,Tackles,Tackles Won,Number of Blocks,Shots Blocked,Passes Blocked,Interceptions,Clearances,Errors leading to goal,Touches,Touches in Attacking 3rd,Touches in Penalty Box,Penalty Kicks won,Ball Recoveries,% of Aerial Duels won,Unnamed: 53,Goals,Assists,Goals+Assists,Non-penalty goals,Non penalty goals+assists,Unnamed: 0_y,Player Age,Value,Club_Name,Nationality,Position_y,Unnamed: 66,Player_Name.1
177.0,173.0,Kingsley Coman,"FW,MF",26.0,24,16.0,15.7,4.6,5.5,10.1,98.0,70.0,296.0,0.51,0.32,0.83,0.51,0.83,0.29,0.35,0.65,0.29,0.65,34.7,3.13,1.09,0.16,3.4,640.0,79.4,42.0,26.0,44.0,17.0,4.0,8.0,74.0,5.43,1.0,11.0,8.0,19.0,1.0,18.0,2.0,7.0,0.0,1006.0,615.0,94.0,1.0,71.0,52.4,,8,5.0,13.0,8.0,13.0,1609.0,26.0,65.00m,Bayern Munich,France,Left Winger,,Kingsley Coman
178.0,174.0,Eric Maxim Choupo-Moting,FW,33.0,19,14.0,12.4,5.3,1.9,7.3,11.0,43.0,77.0,0.81,0.16,0.97,0.81,0.97,0.49,0.16,0.65,0.43,0.59,50.0,2.43,1.21,0.33,4.7,223.0,76.9,16.0,23.0,12.0,1.0,3.0,1.0,3.0,3.4,0.0,10.0,7.0,8.0,0.0,8.0,0.0,5.0,0.0,407.0,214.0,68.0,0.0,28.0,46.2,,10,2.0,12.0,10.0,12.0,1615.0,34.0,6.00m,Bayern Munich,Cameroon,Centre-Forward,,Eric Maxim Choupo-Moting
179.0,175.0,Manuel Neuer,GK,36.0,12,12.0,12.0,0.2,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,50.0,0.17,0.08,0.0,-0.2,449.0,89.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,528.0,2.0,2.0,0.0,21.0,100.0,,0,0.0,0.0,0.0,0.0,1589.0,37.0,7.00m,Bayern Munich,Germany,Goalkeeper,,Manuel Neuer
180.0,176.0,Noussair Mazraoui,DF,24.0,19,11.0,11.9,1.1,1.9,3.0,39.0,99.0,81.0,0.08,0.33,0.42,0.08,0.42,0.09,0.16,0.25,0.09,0.25,25.0,0.67,0.17,0.13,-0.1,738.0,85.1,19.0,58.0,19.0,3.0,2.0,1.0,22.0,2.77,0.0,29.0,21.0,13.0,2.0,11.0,10.0,25.0,0.0,977.0,282.0,27.0,0.0,46.0,51.5,,1,4.0,5.0,1.0,5.0,1600.0,25.0,28.00m,Bayern Munich,Morocco,Right-Back,,Noussair Mazraoui
181.0,177.0,João Cancelo,"DF,FW",28.0,15,11.0,11.2,0.7,2.3,3.0,51.0,61.0,90.0,0.09,0.36,0.44,0.09,0.44,0.06,0.21,0.26,0.06,0.26,33.3,1.07,0.36,0.08,0.3,713.0,82.8,13.0,55.0,21.0,6.0,3.0,12.0,35.0,3.11,1.0,23.0,14.0,14.0,2.0,12.0,15.0,22.0,0.0,1014.0,296.0,38.0,0.0,84.0,57.1,,1,4.0,5.0,1.0,5.0,1598.0,28.0,60.00m,Bayern Munich,Portugal,Right-Back,,João Cancelo
182.0,178.0,Marcel Sabitzer,MF,28.0,15,7.0,7.0,1.1,0.4,1.4,7.0,52.0,19.0,0.14,0.14,0.29,0.14,0.29,0.15,0.05,0.2,0.15,0.2,33.3,2.15,0.72,0.07,-0.1,402.0,86.3,6.0,36.0,5.0,0.0,1.0,2.0,5.0,1.58,0.0,27.0,14.0,3.0,0.0,3.0,10.0,9.0,0.0,548.0,141.0,9.0,0.0,47.0,42.1,,1,1.0,2.0,1.0,2.0,126.0,29.0,20.00m,Manchester United,Austria,Central Midfield,,Marcel Sabitzer
183.0,179.0,Lucas Hernández,DF,26.0,7,6.0,5.3,0.0,0.2,0.2,3.0,34.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,,0.0,0.0,,0.0,337.0,89.4,1.0,29.0,2.0,0.0,0.0,9.0,2.0,0.76,0.0,6.0,4.0,2.0,1.0,1.0,5.0,7.0,0.0,407.0,33.0,2.0,0.0,33.0,66.7,,0,0.0,0.0,0.0,0.0,1595.0,27.0,50.00m,Bayern Munich,France,Centre-Back,,Lucas Hernández
184.0,180.0,Josip Staniic,DF,22.0,14,4.0,6.4,0.0,0.4,0.4,12.0,66.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,,0.0,0.0,,0.0,577.0,91.2,4.0,43.0,11.0,3.0,0.0,1.0,8.0,1.87,0.0,19.0,11.0,9.0,1.0,8.0,7.0,11.0,3.0,689.0,117.0,5.0,0.0,33.0,66.7,,0,0.0,0.0,0.0,0.0,,,,Bayern Munich,,,,Josip Staniic
185.0,181.0,Ryan Gravenberch,MF,20.0,24,3.0,6.4,0.9,0.5,1.4,11.0,44.0,31.0,0.0,0.0,0.0,0.0,0.0,0.14,0.08,0.21,0.14,0.21,27.3,1.72,0.47,0.0,-0.9,326.0,87.4,8.0,34.0,9.0,0.0,0.0,3.0,6.0,3.91,0.0,17.0,8.0,9.0,1.0,8.0,9.0,10.0,0.0,483.0,155.0,11.0,0.0,57.0,40.0,,0,0.0,0.0,0.0,0.0,1605.0,20.0,30.00m,Bayern Munich,Netherlands,Central Midfield,,Ryan Gravenberch
186.0,182.0,Sven Ulreich,GK,33.0,3,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,110.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,139.0,0.0,0.0,0.0,5.0,,,0,0.0,0.0,0.0,0.0,1591.0,34.0,900k,Bayern Munich,Germany,Goalkeeper,,Sven Ulreich
187.0,183.0,Mathys Tel,FW,17.0,22,1.0,4.6,2.7,0.7,3.3,12.0,11.0,59.0,1.08,0.0,1.08,1.08,1.08,0.58,0.14,0.72,0.58,0.72,55.0,4.32,2.37,0.25,2.3,126.0,80.3,6.0,7.0,5.0,3.0,0.0,0.0,4.0,3.46,1.0,2.0,2.0,5.0,1.0,4.0,0.0,2.0,0.0,240.0,132.0,37.0,0.0,16.0,42.1,,5,0.0,5.0,5.0,5.0,1614.0,17.0,20.00m,Bayern Munich,France,Centre-Forward,,Mathys Tel
188.0,184.0,Daley Blind,"DF,MF",32.0,4,1.0,1.5,0.1,0.1,0.1,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.08,0.04,0.08,100.0,0.67,0.67,0.0,-0.1,87.0,87.0,2.0,8.0,1.0,0.0,0.0,1.0,1.0,2.69,0.0,2.0,0.0,4.0,2.0,2.0,2.0,6.0,0.0,117.0,9.0,0.0,0.0,7.0,66.7,,0,0.0,0.0,0.0,0.0,1597.0,33.0,6.00m,Bayern Munich,Netherlands,Left-Back,,Daley Blind
189.0,185.0,Paul Wanner,MF,16.0,2,0.0,0.3,0.0,0.1,0.1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,,0.0,0.0,,0.0,7.0,77.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.6,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,4.0,2.0,0.0,1.0,100.0,,0,0.0,0.0,0.0,0.0,1607.0,17.0,3.00m,Bayern Munich,Germany,Attacking Midfield,,Paul Wanner
191.0,187.0,Arijon Ibrahimovic,MF,16.0,1,0.0,0.2,0.5,0.1,0.6,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.31,0.37,3.68,3.31,3.68,100.0,12.86,12.86,0.0,-0.5,7.0,87.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.43,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,2.0,0.0,1.0,100.0,,0,0.0,0.0,0.0,0.0,,,,Bayern Munich,,,,Arijon Ibrahimovic
192.0,188.0,Bouna Sarr,FW,30.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,1602.0,31.0,2.50m,Bayern Munich,Senegal,Right-Back,,Bouna Sarr
193.0,189.0,Jude Bellingham,MF,19.0,31,30.0,29.9,7.4,4.0,11.4,97.0,252.0,139.0,0.27,0.13,0.4,0.23,0.37,0.27,0.14,0.41,0.25,0.38,34.8,2.21,0.77,0.11,-0.4,1342.0,81.7,34.0,194.0,45.0,3.0,9.0,30.0,33.0,4.18,3.0,76.0,42.0,51.0,4.0,47.0,35.0,30.0,0.0,2091.0,606.0,105.0,2.0,198.0,50.7,,8,4.0,12.0,7.0,11.0,1636.0,19.0,120.00m,Borussia Dortmund,England,Central Midfield,,Jude Bellingham
194.0,190.0,Julian Brandt,"MF,FW",26.0,32,29.0,26.6,5.2,9.2,14.3,67.0,119.0,218.0,0.34,0.3,0.64,0.34,0.64,0.19,0.34,0.54,0.19,0.54,61.9,1.58,0.98,0.21,3.8,1053.0,77.0,73.0,60.0,40.0,9.0,6.0,18.0,165.0,4.99,1.0,29.0,20.0,23.0,0.0,23.0,15.0,9.0,1.0,1634.0,814.0,80.0,0.0,138.0,27.3,,9,8.0,17.0,9.0,17.0,1638.0,26.0,40.00m,Borussia Dortmund,Germany,Attacking Midfield,,Julian Brandt
195.0,191.0,Gregor Kobel,GK,24.0,27,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,871.0,83.0,0.0,13.0,1.0,0.0,0.0,2.0,0.0,0.15,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,2.0,1115.0,0.0,0.0,0.0,43.0,100.0,,0,0.0,0.0,0.0,0.0,1616.0,25.0,35.00m,Borussia Dortmund,Switzerland,Goalkeeper,,Gregor Kobel
196.0,192.0,Nico Schlotterbeck,DF,22.0,28,27.0,25.0,1.6,1.7,3.3,39.0,159.0,14.0,0.16,0.2,0.36,0.16,0.36,0.06,0.07,0.13,0.06,0.13,33.3,0.72,0.24,0.22,2.4,1648.0,86.3,14.0,137.0,11.0,0.0,2.0,49.0,11.0,1.28,0.0,59.0,34.0,38.0,21.0,17.0,32.0,71.0,1.0,2173.0,111.0,23.0,0.0,194.0,64.5,,4,5.0,9.0,4.0,9.0,1620.0,23.0,40.00m,Borussia Dortmund,Germany,Centre-Back,,Nico Schlotterbeck
197.0,193.0,Raphaël Guerreiro,"DF,MF",28.0,27,26.0,25.4,2.7,7.6,10.3,85.0,191.0,163.0,0.16,0.47,0.63,0.16,0.63,0.11,0.3,0.41,0.11,0.41,42.4,1.3,0.55,0.12,1.3,1495.0,82.6,58.0,135.0,54.0,11.0,5.0,6.0,114.0,4.36,0.0,36.0,20.0,21.0,2.0,19.0,36.0,23.0,0.0,2028.0,666.0,68.0,1.0,177.0,29.4,,4,12.0,16.0,4.0,16.0,1625.0,29.0,20.00m,Borussia Dortmund,Portugal,Left-Back,,Raphaël Guerreiro
198.0,194.0,Mats Hummels,DF,33.0,30,24.0,22.4,2.2,1.1,3.3,21.0,114.0,6.0,0.04,0.0,0.04,0.04,0.04,0.1,0.05,0.15,0.1,0.15,17.6,0.76,0.13,0.06,-1.2,1468.0,87.5,12.0,100.0,10.0,3.0,2.0,25.0,6.0,1.83,0.0,62.0,34.0,30.0,16.0,14.0,33.0,100.0,1.0,1952.0,89.0,31.0,0.0,137.0,64.0,,1,0.0,1.0,1.0,1.0,1622.0,34.0,6.50m,Borussia Dortmund,Germany,Centre-Back,,Mats Hummels
199.0,195.0,Niklas Süle,DF,26.0,29,23.0,23.5,2.2,2.2,4.4,37.0,137.0,57.0,0.08,0.13,0.21,0.08,0.21,0.09,0.09,0.19,0.09,0.19,21.2,1.4,0.3,0.06,-0.2,1677.0,90.6,17.0,116.0,9.0,2.0,1.0,34.0,16.0,1.74,1.0,25.0,19.0,28.0,19.0,9.0,17.0,53.0,0.0,2031.0,217.0,40.0,0.0,150.0,65.3,,2,3.0,5.0,2.0,5.0,1621.0,27.0,35.00m,Borussia Dortmund,Germany,Centre-Back,,Niklas Süle
200.0,196.0,Donyell Malen,FW,23.0,26,22.0,19.0,9.1,4.4,13.5,87.0,60.0,182.0,0.47,0.32,0.79,0.47,0.79,0.48,0.23,0.71,0.48,0.71,46.9,3.38,1.58,0.14,-0.1,463.0,74.1,29.0,41.0,26.0,9.0,1.0,5.0,69.0,4.22,3.0,13.0,5.0,14.0,1.0,13.0,4.0,11.0,0.0,869.0,498.0,101.0,1.0,51.0,35.3,,9,6.0,15.0,9.0,15.0,1643.0,24.0,16.00m,Borussia Dortmund,Netherlands,Left Winger,,Donyell Malen
201.0,197.0,Emre Can,MF,28.0,27,20.0,21.1,0.8,1.3,2.1,34.0,99.0,12.0,0.09,0.05,0.14,0.05,0.09,0.08,0.06,0.14,0.04,0.1,13.3,0.71,0.09,0.07,0.2,1153.0,89.5,20.0,111.0,7.0,1.0,2.0,11.0,4.0,2.18,0.0,57.0,28.0,16.0,6.0,10.0,25.0,39.0,1.0,1510.0,202.0,18.0,0.0,167.0,67.4,,2,1.0,3.0,1.0,2.0,1634.0,29.0,14.00m,Borussia Dortmund,Germany,Defensive Midfield,,Emre Can
202.0,198.0,Karim Adeyemi,"FW,MF",20.0,24,20.0,15.4,4.3,3.7,8.0,49.0,47.0,131.0,0.39,0.32,0.71,0.39,0.71,0.33,0.24,0.57,0.28,0.52,37.8,2.4,0.91,0.16,1.7,335.0,73.3,28.0,17.0,25.0,0.0,2.0,1.0,25.0,3.83,2.0,16.0,11.0,18.0,1.0,17.0,7.0,3.0,0.0,676.0,384.0,65.0,0.0,66.0,71.4,,6,5.0,11.0,6.0,11.0,1642.0,21.0,35.00m,Borussia Dortmund,Germany,Left Winger,,Karim Adeyemi
203.0,199.0,Salih Özcan,MF,24.0,26,17.0,17.5,0.6,0.5,1.1,6.0,81.0,23.0,0.0,0.06,0.06,0.0,0.06,0.03,0.03,0.06,0.03,0.06,33.3,0.17,0.06,0.0,-0.6,882.0,88.3,9.0,75.0,7.0,1.0,1.0,6.0,3.0,1.37,0.0,31.0,18.0,24.0,2.0,22.0,28.0,19.0,1.0,1171.0,115.0,7.0,0.0,126.0,51.3,,0,1.0,1.0,0.0,1.0,1633.0,25.0,17.00m,Borussia Dortmund,Turkey,Defensive Midfield,,Salih Özcan
204.0,200.0,Marius Wolf,DF,27.0,25,17.0,17.4,1.2,2.9,4.0,60.0,91.0,151.0,0.06,0.06,0.11,0.06,0.11,0.07,0.16,0.23,0.07,0.23,26.1,1.32,0.34,0.04,-0.2,834.0,78.6,22.0,60.0,29.0,14.0,4.0,8.0,61.0,2.75,1.0,25.0,18.0,40.0,10.0,30.0,18.0,22.0,1.0,1265.0,411.0,50.0,0.0,92.0,50.0,,1,1.0,2.0,1.0,2.0,1629.0,27.0,9.00m,Borussia Dortmund,Germany,Right-Back,,Marius Wolf
205.0,201.0,Julian Ryerson,DF,24.0,17,17.0,15.7,0.5,1.5,2.0,54.0,55.0,69.0,0.06,0.06,0.13,0.06,0.13,0.03,0.1,0.13,0.03,0.13,30.0,0.64,0.19,0.1,0.5,817.0,81.9,13.0,49.0,10.0,9.0,2.0,2.0,50.0,1.79,0.0,27.0,15.0,13.0,2.0,11.0,8.0,28.0,0.0,1162.0,311.0,12.0,0.0,96.0,59.1,,1,1.0,2.0,1.0,2.0,1628.0,25.0,10.00m,Borussia Dortmund,Norway,Right-Back,,Julian Ryerson
206.0,202.0,Sébastien Haller,FW,28.0,19,15.0,13.6,7.7,2.3,10.0,11.0,22.0,65.0,0.66,0.22,0.88,0.66,0.88,0.62,0.17,0.79,0.56,0.73,57.6,2.42,1.4,0.27,1.3,216.0,69.9,16.0,13.0,4.0,0.0,1.0,1.0,3.0,2.94,2.0,5.0,4.0,8.0,0.0,8.0,1.0,10.0,0.0,417.0,203.0,68.0,1.0,32.0,51.2,,9,3.0,12.0,9.0,12.0,1646.0,28.0,30.00m,Borussia Dortmund,Cote d'Ivoire,Centre-Forward,,Sébastien Haller
207.0,203.0,Marco Reus,"MF,FW",33.0,25,14.0,15.0,4.3,2.6,6.9,33.0,45.0,78.0,0.4,0.27,0.67,0.33,0.6,0.34,0.17,0.51,0.29,0.46,27.8,2.39,0.67,0.14,0.7,450.0,79.2,20.0,27.0,9.0,1.0,0.0,1.0,19.0,3.46,0.0,30.0,17.0,12.0,4.0,8.0,8.0,8.0,0.0,731.0,308.0,61.0,1.0,52.0,36.4,,6,4.0,10.0,5.0,9.0,1640.0,33.0,9.00m,Borussia Dortmund,Germany,Attacking Midfield,,Marco Reus
208.0,204.0,Youssoufa Moukoko,FW,17.0,26,11.0,12.7,6.4,1.8,8.2,9.0,11.0,61.0,0.55,0.24,0.79,0.55,0.79,0.5,0.14,0.65,0.5,0.65,54.3,2.76,1.5,0.2,0.6,142.0,70.3,12.0,6.0,8.0,2.0,1.0,1.0,5.0,2.29,2.0,13.0,7.0,9.0,0.0,9.0,2.0,1.0,0.0,346.0,191.0,62.0,0.0,36.0,55.6,,7,3.0,10.0,7.0,10.0,1647.0,18.0,30.00m,Borussia Dortmund,Germany,Centre-Forward,,Youssoufa Moukoko
209.0,205.0,Anthony Modeste,FW,34.0,19,7.0,9.0,4.3,1.1,5.4,3.0,8.0,36.0,0.22,0.11,0.33,0.22,0.33,0.48,0.12,0.6,0.48,0.6,43.5,2.55,1.11,0.09,-2.3,73.0,57.5,7.0,5.0,5.0,1.0,0.0,0.0,2.0,1.33,0.0,4.0,4.0,7.0,0.0,7.0,2.0,22.0,0.0,219.0,88.0,34.0,0.0,15.0,47.1,,2,1.0,3.0,2.0,3.0,1648.0,35.0,1.00m,Borussia Dortmund,France,Centre-Forward,,Anthony Modeste
210.0,206.0,Alexander Meyer,GK,31.0,7,7.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,280.0,86.7,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,335.0,1.0,1.0,0.0,14.0,100.0,,0,0.0,0.0,0.0,0.0,1618.0,32.0,1.00m,Borussia Dortmund,Germany,Goalkeeper,,Alexander Meyer
211.0,207.0,Thomas Meunier,DF,30.0,10,7.0,6.5,0.2,0.6,0.7,9.0,30.0,45.0,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.12,0.03,0.12,0.0,0.62,0.0,0.0,-0.2,322.0,74.0,6.0,27.0,11.0,5.0,1.0,3.0,16.0,2.62,0.0,16.0,7.0,7.0,2.0,5.0,9.0,16.0,0.0,503.0,162.0,11.0,0.0,44.0,70.0,,0,0.0,0.0,0.0,0.0,1630.0,31.0,6.50m,Borussia Dortmund,Belgium,Right-Back,,Thomas Meunier
212.0,208.0,Gio Reyna,"FW,MF",19.0,22,4.0,6.9,3.5,1.3,4.8,23.0,25.0,57.0,1.01,0.29,1.3,0.86,1.15,0.62,0.18,0.81,0.51,0.69,45.8,3.46,1.58,0.25,2.5,248.0,79.0,12.0,14.0,12.0,2.0,0.0,4.0,17.0,4.04,0.0,14.0,7.0,8.0,2.0,6.0,3.0,5.0,0.0,420.0,220.0,46.0,0.0,23.0,33.3,,7,2.0,9.0,6.0,8.0,,,,Borussia Dortmund,,,,Gio Reyna
213.0,209.0,Jamie Bynoe-Gittens,"FW,MF",17.0,15,4.0,5.9,2.4,0.7,3.1,24.0,9.0,38.0,0.51,0.17,0.68,0.51,0.68,0.41,0.12,0.53,0.41,0.53,45.8,4.05,1.86,0.13,0.6,104.0,73.2,2.0,9.0,5.0,0.0,2.0,1.0,6.0,3.54,1.0,8.0,4.0,1.0,0.0,1.0,1.0,2.0,0.0,251.0,147.0,37.0,0.0,23.0,47.4,,3,1.0,4.0,3.0,4.0,1644.0,18.0,14.00m,Borussia Dortmund,England,Left Winger,,Jamie Bynoe-Gittens
214.0,210.0,Mahmoud Dahoud,MF,26.0,9,4.0,3.7,0.4,0.5,0.9,5.0,25.0,4.0,0.0,0.0,0.0,0.0,0.0,0.12,0.13,0.24,0.12,0.24,16.7,1.6,0.27,0.0,-0.4,213.0,82.2,4.0,25.0,1.0,0.0,1.0,1.0,3.0,1.6,0.0,11.0,9.0,6.0,2.0,4.0,7.0,3.0,0.0,302.0,56.0,2.0,0.0,24.0,25.0,,0,0.0,0.0,0.0,0.0,1637.0,27.0,12.00m,Borussia Dortmund,Germany,Central Midfield,,Mahmoud Dahoud
216.0,212.0,Felix Passlack,DF,24.0,3,0.0,0.7,0.0,0.4,0.4,1.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.56,0.0,0.56,,0.0,0.0,,0.0,30.0,75.0,2.0,3.0,2.0,1.0,1.0,0.0,2.0,8.44,0.0,4.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,47.0,10.0,1.0,0.0,5.0,50.0,,0,0.0,0.0,0.0,0.0,1632.0,24.0,1.50m,Borussia Dortmund,Germany,Right-Back,,Felix Passlack
217.0,213.0,Soumaïla Coulibaly,DF,18.0,1,0.0,0.5,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,45.0,97.8,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48.0,1.0,0.0,0.0,1.0,100.0,,0,0.0,0.0,0.0,0.0,1623.0,19.0,1.00m,Borussia Dortmund,France,Centre-Back,,Soumaïla Coulibaly
218.0,214.0,Julien Duranville,MF,16.0,1,0.0,0.3,0.0,0.3,0.3,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.06,0.83,0.89,0.06,0.89,0.0,3.1,0.0,0.0,0.0,11.0,64.7,2.0,0.0,3.0,3.0,0.0,0.0,7.0,15.52,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,15.0,0.0,0.0,1.0,,,0,0.0,0.0,0.0,0.0,1645.0,16.0,5.00m,Borussia Dortmund,Belgium,Right Winger,,Julien Duranville
219.0,215.0,Tom Rothe,DF,17.0,2,0.0,0.3,0.1,0.0,0.1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.26,0.26,0.26,0.0,3.46,0.0,0.0,-0.1,15.0,83.3,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,22.0,7.0,1.0,0.0,4.0,,,0,0.0,0.0,0.0,0.0,1626.0,18.0,3.50m,Borussia Dortmund,Germany,Left-Back,,Tom Rothe
220.0,216.0,Justin Njinmah,FW,21.0,1,0.0,0.2,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,1.0,,,0,0.0,0.0,0.0,0.0,,,,Borussia Dortmund,,,,Justin Njinmah
221.0,217.0,Antonios Papadopoulos,DF,22.0,1,0.0,0.1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.0,6.92,0.0,0.0,0.0,17.0,89.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,1.0,1.0,0.0,2.0,100.0,,0,0.0,0.0,0.0,0.0,1624.0,23.0,600k,Borussia Dortmund,Germany,Centre-Back,,Antonios Papadopoulos
222.0,218.0,Marco Paalic,MF,21.0,1,0.0,0.1,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.4,0.4,0.0,8.18,0.0,0.0,0.0,6.0,85.7,0.0,2.0,0.0,0.0,0.0,0.0,1.0,8.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,2.0,,,0,0.0,0.0,0.0,0.0,,,,Borussia Dortmund,,,,Marco Paalic
223.0,219.0,Vinicius Júnior,FW,22.0,33,32.0,31.4,10.5,9.4,19.9,221.0,87.0,495.0,0.32,0.29,0.61,0.32,0.61,0.34,0.3,0.63,0.34,0.63,46.8,2.45,1.15,0.13,-0.5,883.0,76.6,64.0,30.0,45.0,2.0,5.0,10.0,64.0,5.13,4.0,30.0,21.0,24.0,1.0,23.0,6.0,1.0,0.0,1707.0,1190.0,260.0,1.0,98.0,25.0,,10,9.0,19.0,10.0,19.0,,,,Real Madrid,,,,Vinicius Júnior
224.0,220.0,Thibaut Courtois,GK,30.0,31,31.0,31.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,,0.0,0.0,,0.0,980.0,86.3,2.0,6.0,1.0,0.0,0.0,3.0,0.0,0.16,0.0,1.0,0.0,0.0,0.0,0.0,3.0,7.0,1.0,1209.0,0.0,0.0,0.0,59.0,100.0,,0,0.0,0.0,0.0,0.0,534.0,30.0,60.00m,Real Madrid,Belgium,Goalkeeper,,Thibaut Courtois
225.0,221.0,Éder Militão,DF,24.0,33,30.0,30.0,2.4,0.6,2.9,28.0,98.0,16.0,0.17,0.0,0.17,0.17,0.17,0.08,0.02,0.1,0.08,0.1,36.4,0.73,0.27,0.23,2.6,1660.0,88.3,6.0,138.0,5.0,1.0,2.0,40.0,12.0,0.73,0.0,46.0,32.0,67.0,39.0,28.0,42.0,104.0,2.0,2216.0,157.0,31.0,1.0,159.0,65.3,,5,0.0,5.0,5.0,5.0,537.0,25.0,70.00m,Real Madrid,Brazil,Centre-Back,,Éder Militão
226.0,222.0,Federico Valverde,"MF,FW",24.0,34,29.0,27.8,4.3,6.3,10.6,70.0,151.0,135.0,0.25,0.14,0.4,0.25,0.4,0.15,0.23,0.38,0.15,0.38,33.3,2.27,0.76,0.11,2.7,1427.0,87.0,43.0,118.0,45.0,6.0,3.0,22.0,27.0,2.91,1.0,31.0,20.0,31.0,4.0,27.0,17.0,15.0,0.0,1870.0,800.0,54.0,0.0,132.0,73.8,,7,4.0,11.0,7.0,11.0,547.0,24.0,100.00m,Real Madrid,Uruguay,Central Midfield,,Federico Valverde
